src_ip,dst_ip,src_port,dst_port,protocol,pkt_count,byte_count,start_time,last_time,duration,label
252.81.231.226,214.103.150.191,40463,53786,HTTPS,13,167,1758983612,1734716928,3.111,0
233.220.179.156,195.39.241.137,24091,52345,HTTP,31,531,1724761921,1758568491,7.731,1
166.41.20.41,89.179.240.199,46063,49453,TCP,29,4337,1726293184,1729007653,3.339,1
141.112.104.191,247.202.60.191,62882,17108,HTTPS,28,2687,1715565219,1737705970,2.498,0
17.119.136.168,5.121.236.180,21947,54847,DNS,27,156,1708731896,1741330450,1.774,0
129.129.59.47,55.36.55.186,9900,3011,HTTPS,15,4527,1735556939,1735659471,7.771,0
29.96.9.241,237.101.92.196,61997,5556,TCP,31,4928,1702652808,1752396446,1.384,1
58.187.231.20,73.58.239.1,3911,68,TCP,40,293,1712260515,1753182066,4.592,0
28.202.246.33,193.103.187.50,64747,28413,UDP,15,2682,1713692648,1736674242,5.119,0
8.186.213.199,30.10.219.107,43446,44954,DNS,33,4613,1714952923,1730433622,6.905,1
177.78.144.187,76.166.89.204,37878,51659,TCP,20,915,1716203557,1734376361,6.37,1
87.87.172.210,123.199.190.191,52437,34306,HTTP,42,3031,1755109024,1706647162,8.126,1
69.159.171.192,189.124.181.219,37972,49550,DNS,12,1611,1710877097,1721687889,0.543,1
87.100.7.76,122.93.200.102,3865,62060,DNS,37,653,1757698477,1758178188,3.035,0
200.248.86.42,223.185.212.183,60135,11550,HTTP,9,3112,1751689941,1703772217,2.873,1
129.108.178.151,239.161.246.30,29780,5681,HTTPS,23,4068,1735465560,1748754833,1.546,0
227.151.16.132,52.88.75.128,7064,25740,HTTP,8,2065,1728850620,1735582274,2.963,1
148.20.231.57,183.21.39.100,53736,21210,HTTP,32,1708,1738310929,1721989497,3.167,0
159.109.227.138,111.128.64.248,11328,41516,HTTPS,48,3430,1705133381,1734288891,5.267,1
180.142.210.134,191.233.181.169,31365,22433,HTTPS,14,3817,1754117713,1707718742,6.671,1
243.27.50.234,149.78.208.21,5782,15117,HTTPS,27,3820,1738402675,1727553666,3.873,1
186.4.4.93,166.98.236.207,18034,20046,HTTPS,25,1663,1719202574,1732495926,7.223,0
246.95.7.63,8.189.174.16,62527,26328,HTTPS,13,1929,1712132015,1702306648,3.428,0
138.37.110.223,17.245.89.140,61782,35710,HTTP,21,4158,1741200071,1753121498,2.974,0
112.219.80.222,145.165.80.239,32682,43618,UDP,45,2396,1703917430,1753035582,5.458,1
136.103.152.72,78.172.5.162,50026,60140,UDP,31,1149,1743794619,1745560154,0.335,0
194.206.177.194,110.13.238.71,38806,26906,TCP,37,1124,1731423484,1750023219,0.89,1
49.35.125.67,189.142.53.252,2399,64149,UDP,48,836,1713628984,1725474534,4.238,1
78.104.168.216,27.12.240.158,34973,7068,UDP,43,198,1759394758,1754873560,9.435,1
122.118.189.254,245.247.162.59,23116,32560,HTTP,5,1804,1752437425,1737458301,7.243,0
114.9.148.163,6.196.213.57,1514,54244,HTTPS,13,2219,1705544223,1755702807,0.972,1
140.90.231.1,49.150.216.161,4753,42920,HTTPS,28,3806,1728694421,1712664903,8.479,0
118.12.180.159,26.46.4.217,6998,17986,HTTP,43,1229,1712992054,1752783624,7.35,1
95.143.31.31,20.133.197.58,53710,27370,UDP,25,3359,1752722162,1716018797,6.148,1
124.225.10.9,192.241.145.131,20704,17865,HTTP,35,2473,1739497144,1736752292,8.221,1
15.16.167.145,17.248.13.205,19348,22615,TCP,47,4227,1731811340,1710740829,4.101,0
183.200.152.231,13.134.127.43,62776,58447,HTTPS,39,4637,1701171758,1733510772,2.293,0
59.77.123.249,119.142.18.62,32358,52429,DNS,7,974,1745633622,1755011666,5.169,1
217.113.21.243,235.238.235.162,22422,47895,TCP,38,1653,1716702269,1702780596,5.534,0
158.211.212.171,81.162.146.147,35674,64849,TCP,32,3102,1705276085,1704040015,5.429,0
32.178.173.112,100.162.159.121,22316,15614,HTTP,3,4268,1724226332,1704870807,5.694,1
120.148.226.121,176.43.103.151,36779,6448,UDP,45,4853,1707185180,1753569003,9.492,1
32.221.118.38,61.124.144.70,39377,5500,HTTPS,39,2427,1751274287,1750454420,9.032,0
241.11.232.174,107.49.64.98,4183,39042,DNS,37,3530,1708023556,1720854627,8.77,1
18.148.140.253,32.163.140.197,33650,31316,TCP,22,3232,1726157817,1755803943,8.034,1
149.125.135.45,58.127.141.164,63790,1300,DNS,8,2867,1747486626,1749210726,9.44,0
104.237.134.150,112.206.238.253,30375,54971,UDP,17,3210,1743453942,1706957038,1.075,0
236.223.202.85,68.39.186.207,38322,39470,UDP,27,4855,1755503314,1742920509,2.725,1
150.234.88.21,220.143.189.131,18089,4995,DNS,33,4939,1723876708,1722533373,5.001,0
92.28.12.209,173.89.27.95,22662,29879,HTTPS,46,761,1727614790,1743250629,8.481,0
2.28.212.206,237.193.30.2,2097,15628,UDP,17,2636,1728662434,1729162052,5.101,1
180.26.49.94,246.135.23.14,47535,61224,DNS,42,2698,1711138188,1726631565,7.506,1
207.242.150.87,171.158.200.230,19795,7490,TCP,12,1767,1746239881,1707356148,1.476,1
44.204.21.170,45.193.7.70,60762,26112,DNS,48,4402,1710207809,1742649452,2.599,1
165.188.96.183,248.107.114.102,36485,32356,DNS,46,920,1732092869,1716304297,7.345,0
3.190.117.18,234.124.56.207,43354,8270,HTTP,27,3624,1730261475,1719578545,1.731,0
23.156.29.38,227.29.201.229,30344,2832,UDP,48,4954,1718057496,1733395388,3.578,1
108.110.24.127,146.113.196.116,5364,44371,HTTPS,8,320,1757789099,1740079870,2.722,1
229.110.135.105,221.166.59.97,35948,51874,HTTPS,23,1593,1755878459,1714370051,3.564,1
186.143.71.128,171.125.172.150,17208,11820,HTTP,42,599,1723904686,1714885447,7.112,1
108.4.2.192,197.93.133.183,41758,50685,HTTPS,49,4713,1731138855,1759012055,3.742,0
132.103.226.223,122.252.237.107,3604,24814,DNS,29,4064,1753181958,1708577482,5.597,0
64.105.97.234,4.92.150.5,41049,21638,HTTP,20,4504,1720793005,1730980624,1.089,1
217.9.148.127,32.105.145.14,29991,1997,TCP,16,1762,1738540950,1740777585,8.07,1
46.230.218.154,168.121.95.200,3183,54464,UDP,17,3290,1759311314,1716414776,3.762,0
66.168.111.12,229.201.211.5,49964,44388,UDP,16,1412,1737282093,1757059545,6.52,0
137.243.163.85,112.119.122.190,14924,49430,UDP,19,4943,1710064981,1738988394,7.281,0
234.89.57.53,67.105.138.42,12464,3090,DNS,8,1334,1701279372,1731671087,2.176,0
12.208.205.13,145.95.131.190,15702,33292,TCP,38,936,1737649660,1732702379,8.858,1
121.161.180.120,196.80.40.210,62099,20660,HTTP,38,2308,1730175764,1734028250,6.201,0
20.74.143.242,133.159.213.247,48228,45179,HTTP,29,4432,1714172928,1747466959,4.344,0
223.246.69.55,198.34.21.192,13045,54518,UDP,41,1835,1705767034,1753367513,1.905,0
211.100.185.131,212.149.111.246,7796,30430,TCP,36,4888,1708837010,1720660640,9.429,1
111.124.131.19,11.204.250.233,2651,15733,TCP,26,3593,1758434940,1712825630,7.575,1
138.23.245.226,3.136.59.75,45456,19507,TCP,31,345,1702449851,1759437423,2.159,0
154.36.229.212,87.13.224.17,9243,40936,HTTPS,44,2103,1706507552,1753563013,3.443,0
54.231.102.148,113.250.232.72,24488,5191,HTTPS,12,2647,1730118147,1706766699,8.116,1
202.37.173.3,23.201.82.124,52161,4576,UDP,17,730,1742224873,1754159943,6.987,1
188.56.172.19,175.68.46.115,31256,40496,TCP,15,4940,1749989122,1718502049,7.681,0
17.118.70.3,215.29.24.155,62521,48147,TCP,9,4348,1751867482,1725753195,4.468,1
221.13.2.215,226.236.247.111,43505,34566,HTTP,39,374,1735996979,1708193421,7.193,0
229.79.185.54,239.24.73.205,9512,34900,HTTP,42,2341,1701236968,1739419151,3.926,1
244.131.119.253,234.248.237.57,35973,23707,UDP,48,4472,1703078882,1710302122,2.192,0
24.161.157.81,94.118.126.168,45386,47669,TCP,12,1036,1726925851,1725828467,6.364,0
147.158.187.59,25.77.98.115,52472,64107,UDP,32,3168,1751852741,1737318472,9.763,1
147.48.62.109,48.225.9.98,40956,22885,HTTP,25,810,1735542454,1722888009,3.175,0
211.149.151.108,203.10.84.148,20005,17200,HTTP,39,3743,1738836024,1706553855,4.664,1
76.29.57.229,214.172.134.246,1925,60039,HTTPS,18,1086,1757868029,1753992528,6.773,1
117.158.99.191,209.191.125.63,23468,57787,UDP,15,956,1716040416,1742150667,5.461,1
19.175.172.227,2.75.120.41,43082,44101,UDP,32,414,1728218511,1722559871,8.45,0
94.182.112.182,210.53.250.74,19085,39435,TCP,6,3463,1716273406,1720423493,7.641,0
225.145.62.115,16.240.242.17,3905,49295,TCP,44,1119,1758742807,1718369426,0.677,0
113.250.219.250,227.244.186.89,30887,12480,HTTPS,43,4419,1703193796,1702918634,9.984,1
47.202.56.251,144.5.184.107,46850,34179,DNS,35,2305,1708482216,1706562344,7.549,0
118.44.160.144,235.174.238.47,6646,12666,DNS,34,3736,1711668300,1707401628,8.653,0
198.3.147.239,42.75.187.76,58228,64069,DNS,38,4269,1725134254,1720661701,6.547,0
47.218.142.197,132.230.245.129,2402,535,UDP,5,3131,1725452363,1752322874,8.577,0
47.77.123.74,218.58.154.26,18656,26293,UDP,18,3308,1726757444,1709818968,1.213,1
103.136.89.143,79.254.71.6,29335,36133,HTTP,16,2157,1756870756,1700829119,3.543,0
69.248.243.60,191.110.118.173,6674,50185,UDP,8,2983,1727219614,1732658904,8.777,1
138.49.2.204,63.231.123.11,46225,36111,UDP,25,2879,1703049307,1710286479,2.096,1
107.112.93.253,141.253.42.16,56255,58755,UDP,32,491,1756874331,1744433999,0.875,1
118.236.197.80,63.252.208.119,43248,63581,HTTPS,26,1609,1746465821,1701054853,7.902,1
251.108.50.244,36.212.7.68,60275,22470,UDP,22,1791,1727729937,1705042596,8.371,0
147.169.34.45,90.207.35.27,8060,64017,TCP,31,675,1729859883,1706424788,1.71,0
154.242.68.92,118.92.174.75,40279,46234,TCP,43,3913,1702801818,1703386243,8.558,0
64.164.211.48,101.157.150.143,64236,37269,HTTP,10,1740,1722696802,1758456545,6.899,1
149.73.191.4,14.201.70.236,51234,64328,HTTPS,12,2831,1720822937,1743712859,5.249,0
100.69.89.3,180.123.124.36,61117,1173,TCP,28,140,1718640248,1742229925,8.319,1
126.230.38.241,29.194.142.227,52224,58233,HTTPS,6,3056,1738499046,1736999515,4.251,0
163.128.23.56,175.173.179.18,23523,27915,HTTPS,20,4352,1741406448,1715444816,2.021,0
100.69.40.181,205.105.20.63,38040,20902,HTTP,5,1138,1724551282,1738531469,2.92,0
174.59.107.187,165.26.54.243,52652,40776,HTTPS,23,4661,1741424699,1748669254,5.101,1
57.30.83.151,29.147.24.69,62384,34410,UDP,9,1230,1753421457,1715997653,5.36,0
217.35.212.157,63.163.129.149,5627,49624,HTTPS,29,1951,1741373920,1701535410,8.075,1
152.107.105.157,224.15.145.196,28797,19325,HTTP,16,4540,1727390168,1700349760,7.934,1
86.219.134.162,182.99.29.44,62954,8739,HTTP,46,236,1747967799,1731390940,5.856,1
183.219.13.119,19.214.33.140,20961,37495,HTTP,22,1647,1713463582,1707490526,7.83,0
138.79.143.181,171.61.117.220,13656,44558,TCP,8,3458,1701378148,1726905373,1.999,0
223.105.216.204,100.21.179.179,31631,24055,UDP,20,3797,1736598842,1759956920,0.596,1
